,0,2016년 01월,2016년 02월,2016년 03월,2016년 04월,2016년 05월,2016년 06월,2016년 07월,2016년 08월,2016년 09월,2016년 10월,2016년 11월,2016년 12월,2017년 01월,2017년 02월,2017년 03월,2017년 04월,2017년 05월,2017년 06월,2017년 07월,2017년 08월,2017년 09월,2017년 10월,2017년 11월,2017년 12월,2018년 01월,2018년 02월,2018년 03월,2018년 04월,2018년 05월,2018년 06월,2018년 07월,2018년 08월,2018년 09월,2018년 10월,2018년 11월,2018년 12월,2019년 01월,2019년 02월,2019년 03월,2019년 04월,2019년 05월,2019년 06월,2019년 07월,2019년 08월,2019년 09월,2019년 10월,2019년 11월,2019년 12월,2020년 01월,2020년 02월,2020년 03월,2020년 04월,2020년 05월,2020년 06월
10,A-11,1085.3490024351263,1077.767245972602,1195.856016074031,1176.6413055170276,1134.5143649716836,1149.4197860593513,1140.9218604763082,1120.9304308048606,1085.7569396770914,1157.4377187069524,1174.4116243961353,1148.717609120659,1002.4219826562127,1090.4389898002678,1130.246785881253,1140.3077075098815,1093.9709148939712,1116.5148407084903,1081.834860703812,1051.9666666666667,1103.526106294705,863.5362903225804,931.5640432098766,1046.4128787878788,1024.3353494623657,1024.6287202380952,1099.3149001536096,1099.5915277777779,1090.5557795698926,1085.8375,1065.8780904280904,1035.489500140115,1051.8666062801933,1110.1859865940512,1114.1454166666667,1082.7960161964472,1032.933087891538,982.2941113945578,1053.9095185728247,1080.2881944444443,1071.4307795698924,1046.8766203703706,1048.5582437275982,1052.6373207885306,1027.598611111111,1068.0403225806451,1070.1437500000002,1000.8877688172043,911.0471311475411,880.8649425287357,816.4919354838707,849.213888888889,888.0073924731183,953.0819444444444
11,A-12,837.2173568841025,699.9610107484486,772.3872631701977,771.4919418825946,775.0401690147528,763.1362484562856,734.1658494648657,720.7897768615087,718.1908734850412,747.1846772555832,745.3719021739129,907.0755933494228,825.5971992569082,877.4198800897171,,,739.5479166666668,,688.4420893719805,667.952956989247,700.975,658.2681451612907,693.8263888888888,661.1815127077223,506.1592741935486,491.11357668067234,538.1439048620849,527.7690025252525,513.5670035609553,521.3312500000001,,,,,669.421527777778,650.3023902821317,662.8501344086023,640.6056547619045,673.2788367546434,674.1222222222223,670.0356182795698,660.5631944444444,662.1586021505377,644.4223118279571,636.8241525423728,666.5403225806451,665.8041666666666,655.8541666666669,626.2815860215056,604.7521551724137,551.6297043010751,566.8638888888888,578.6626344086022,602.1881944444445
12,A-13,1372.1576033830593,1313.6693159102267,1421.9708234437373,1461.816324255455,1403.329848684753,1388.9200796565497,,,,,,,,,1284.1694237405109,1284.5396683325578,1249.1310342388228,1278.527108036891,1216.2225829725833,1428.5463709677417,1489.029166666666,1413.308779761905,1458.8810763888887,1250.5340719222293,1206.9626488095237,1197.46743697479,1220.862231182796,1225.583888888889,1227.5033602150536,1197.0472222222218,1208.4552785923754,1180.0305004135648,1146.947851966874,1232.1226609412092,1280.0188888888888,1254.4293625914315,1205.4289387564284,1134.5480442176872,1201.9765395894428,1232.0569444444445,1196.1217105263158,1148.5568333333333,1176.4943181818182,1160.8493599590372,1118.3437500000002,1133.7050487619942,1180.0104166666667,1164.9232112143102,1076.737726372383,1035.5699161697344,946.2486559139786,976.1805555555555,1001.6034946236558,1030.3527777777776
13,A-14,1254.1065249266862,1304.556727078195,1319.4584602681657,,,,,,,,,,,,,,,,,,,,,1000.0219155844156,966.9779569892472,967.9635854341735,1000.4321236559141,984.6191666666667,974.4576612903224,958.7689484126987,964.1574068171195,949.1309619815669,939.6886950201097,1017.8964062621094,1184.4513923576426,1146.042319749216,1132.7775245441796,1075.2689200680272,954.3708455522972,981.042361111111,963.0087365591396,955.5451388888891,955.9663978494624,942.3838325652838,927.5590277777776,947.1254668930391,977.0418817293815,945.4999999999999,890.1606182795699,893.3194638694639,848.9205974842766,846.1662878787879,858.4717130987295,903.2800925925919
14,A-15,1422.5385293148881,1432.2102183557342,1524.7450699137235,1505.9206648868546,1468.1613987340954,1488.6179919340927,1463.0448524255426,1467.8479641049964,1455.8058174572905,1482.5513008159191,1462.3766886815515,1447.9432800416266,1358.2454763270855,1427.8759057971017,1364.0435366993925,1422.3914193696799,1426.8017473118277,1439.1262638026224,1397.3823924731184,1362.0268817204296,1387.5522045855382,1264.001388888889,1380.266369047619,,,,,,932.9428395445134,936.6659722222224,932.4708630838538,910.3615044206919,912.804242818432,937.9697471590762,979.0008272977021,951.5918103448276,940.570915147265,896.4009353741495,924.2261381092027,941.0062499999999,932.2519792035924,922.1258620689653,945.586011904762,930.1358748778102,938.1572916666668,928.5496285016956,938.6457737080341,914.3322404371584,866.7647849462367,853.1630747126437,813.9334677419357,824.435416666667,832.84811827957,867.1381944444448
15,A-16,1285.312821411875,1241.5361069465268,1200.3337734904928,1095.3009420289854,1077.2332266500755,1087.3211009407576,1067.2476701730434,1070.092254922497,1027.390979752255,1079.337742444948,1080.579473624202,1067.4607418353037,949.598316970547,1026.070774278915,989.4583917718559,1058.8411675769114,1044.311155913979,1083.1287354131375,1031.0288978494623,1039.2063172043008,1090.0069444444443,978.8548387096773,1044.9128086419755,971.2162134740261,979.3184069043577,1014.7291666666671,969.4238782051282,1040.7669978632478,999.6485215053765,956.8604938271608,,932.3682079414838,899.263435990338,967.3087676757556,1024.0421401515152,976.4762445887451,967.964089527817,914.9201743197282,960.9551564027373,1010.2181611435997,968.3825136612021,932.5868644067797,959.663978494624,937.7701612903227,912.1257183908045,957.4222158218128,975.9102564102565,918.4806145933173,864.2492816091956,884.6995614035089,837.1617934563855,855.9493055555556,851.7379032258061,910.5861111111112
16,A-17,,,1552.5165033805458,1520.4335681585576,1471.6259209673315,1568.9600444014272,1681.5221116369537,1752.0973721346443,1658.6809333900446,1704.2774264305117,1711.046271749469,1620.1445400956716,,,1581.332999835309,1577.5266221464437,1520.417122040073,1574.3475875272077,1554.5937791375288,1488.5,1567.0662012780822,1632.9240740740743,1600.8121527777778,1534.445691253191,1497.3502880184337,1489.6683298319329,1518.7899787998665,1544.8154545454547,1522.3435455923764,1438.5960567563106,1416.485251710655,1420.9514578163771,1308.7668042605537,1428.7628499278496,1510.7686341436342,1518.1049111807731,1487.8512618690652,1312.7343749999998,1395.9364676381836,1453.3611111111109,1412.9115347018578,1396.7097953216373,1422.3203551912563,1391.771527777778,1335.4397946859904,1296.3146164021164,1409.95698769704,1355.1427875243664,1324.0072115384614,1287.0244252873565,1200.0659425602448,1232.7881944444448,1264.616292660122,1358.653472222222
17,A-18,667.9973702664796,656.9535857071464,717.3439107059374,745.6657154662016,719.7455002035999,723.8528318077804,,313.5,656.9114455592716,687.4451262272089,741.340612887481,742.9161885332993,,,698.3100618961353,686.7597826086957,679.1098259762307,691.7835403726708,683.4714687194528,686.8642473118279,712.6798611111111,672.9254032258065,718.2947916666667,714.6972751710657,692.5566992076966,661.2247023809524,713.9717741935485,691.9965277777778,691.5779569892476,757.4556451612901,763.5431329423265,749.0397022332506,724.3140700483092,723.9024808524807,713.504022019647,686.4264885699098,670.7701073470706,626.0597363945578,669.791364284326,677.9569444444444,677.3087431693988,671.0416666666667,674.6837431693989,661.8568548387096,643.3757575757576,674.3217625058438,693.4331845238095,670.728494623656,622.0006720430107,603.5021551724137,559.442876344086,587.852358058608,590.690188172043,622.7423611111111
18,A-19,424.30292580982245,,,,,,,,,,,,,401.2015769723222,370.7885316204427,369.0321475625825,348.41195652173917,362.48422501411625,360.22916666666663,357.54435483870975,370.9486111111111,339.481182795699,377.26354166666675,360.76111925708693,353.5555107526882,353.4773962450593,369.459005376344,367.71631469979286,360.5879207573633,356.357940821256,360.25355678099373,357.78950219369216,340.12500274483966,362.15861315519453,380.13175509702774,372.9796942950261,363.9345450225706,335.8877551020408,353.20483870967735,361.8354166666667,352.8198924731183,345.1652777777778,356.4762999914998,386.531277056277,634.175,662.9341397849462,670.9790965207629,409.8627450980392,326.65524193548373,322.8290229885057,294.8306010928962,295.66805555555555,303.21126910016983,329.0215277777778
19,A-20,1496.3044354838707,1474.5517241379307,1580.2325268817208,1559.7631944444438,1538.978494623656,1541.1958333333328,1509.0927419354837,1513.9166666666665,1492.0569444444445,1538.5685483870964,1506.53125,1471.3508064516127,1347.704797802711,1425.6105070915928,1444.0049745003523,1491.099152228397,1443.924089193882,1470.4961309523808,1421.106586021505,1430.0365474520802,1463.4955729656817,1372.0477150537633,1433.1691864295128,1383.837365591398,1309.9359540354462,1331.8757440476186,1427.499684419994,1422.5520833333333,1413.595610432111,1435.5412500000004,1421.4124103942654,1441.718238662927,1419.4263037988571,1465.2338709677426,1468.1756944444446,1423.623563218391,1430.8977325853202,1382.6674107142856,1454.9444037145654,1472.1183357699808,1467.4153225806454,1451.905681818182,1440.5980571847506,1435.9150027066264,1416.209420289855,1462.8104838709676,1448.9143900966185,1415.6845780738668,1337.2392473118282,1305.2349137931035,1158.1561583577713,1247.749138925212,1283.0551075268816,1336.038888888889
20,A-21,511.40793010752685,507.48563218390814,555.8125,554.2638888888888,547.0873655913978,552.5631944444444,533.5772849462365,531.7385752688173,532.1409722222221,549.8736559139785,558.1215277777777,544.5833333333333,478.5013440860215,527.3474702380951,543.2874381302612,550.5337324591673,530.931085335582,531.8831042568542,516.5229716520039,519.1625433653423,559.954604978355,507.11088709677415,548.3590752242926,520.9805107526882,508.5706020507532,516.5528273809525,555.7778949078037,561.8265241702741,555.1523325318906,550.1455952380952,542.7738269794721,533.3474462365592,528.4897579051386,556.1092375366567,563.560505050505,534.5081821913718,511.9821178120617,495.9437712585035,535.2158929033927,556.3268719806764,550.7869623655914,535.3309343434343,533.7586754643207,528.3214198435973,519.5747697537081,585.7866704380987,503.2016480595429,473.8278985507247,420.0033602150539,396.9288793103449,360.6486436950146,372.1853715728716,389.29086021505384,414.61624396135255
21,A-22,827.2782258064517,810.862068965517,878.4065860215051,879.2763888888887,869.7977150537636,868.304166666667,846.1606182795696,830.2452956989245,830.5750000000003,860.7641129032259,839.3854166666665,829.5974462365593,735.5564516129033,795.0625000000001,798.1539823196906,826.4068219646223,798.8773920249431,812.9172156346069,802.1634897360705,791.3164788285582,838.1865643716187,767.9072580645162,816.9935606060606,782.3575268817201,732.806560405568,739.7931547619048,797.754948300881,809.6969039652821,799.3670015118124,797.65875,791.1229838709677,780.9703298393249,779.2260913904937,802.0349462365592,810.44375,791.913609782031,753.8175841514725,718.5474064625851,765.9355449657866,788.498409090909,777.5013440860214,770.8760101010099,767.0470430107525,761.0580620377484,766.8430571802012,776.3837365591396,789.3502156659763,767.974082515194,696.7412634408602,649.2823275862069,562.9868646138808,607.2865530303028,639.6149193548387,683.423611111111
22,A-23,141.54890206411946,131.6859370639356,148.88577181350675,148.17994361776334,152.78631173061507,146.67520128824478,139.61459155892373,140.04104903978677,147.0710669496901,149.02990658586526,153.69961956521738,150.20566292052965,306.83743043205953,,297.7358745834838,314.0221819645733,314.6462496821764,290.18194444444447,275.4025484508479,274.08266129032256,304.0194444444442,263.5588517665131,282.0092696613085,285.39820122406326,276.4690860215053,268.2380952380952,289.53293010752685,300.7720328282828,288.44102618692784,269.0458333333334,283.70694444444445,274.7216666666667,268.52719217757834,236.86444292422553,253.34083017676767,260.6007974481658,248.4695535296867,229.20748299319735,251.2462121212121,274.5486111111111,260.4751344086021,250.44305555555556,256.1323924731182,250.77647265077147,246.58620689655172,255.29166666666663,260.08611111111117,246.5893817204301,222.26612903225802,209.7658045977011,199.91263440860217,207.55902777777771,203.27352150537627,223.0236111111111
23,A-24,583.2426075268817,580.7183908045977,649.9986559139783,663.3791666666667,644.2654569892475,658.4590277777781,631.1357526881721,635.2318548387096,633.6340277777778,640.1512096774193,653.7319444444443,617.4952956989246,262.71370967741933,299.0081845238096,302.3602150537634,334.4510321519913,301.5876135377012,303.14444444444445,286.4065860215054,295.5262096774194,316.8454365079366,288.8319892473118,305.5371102327625,282.49731182795705,261.23525305035224,266.94196428571433,295.8487641390867,310.1333333333333,300.39822404371586,299.9901129943503,301.2152777777777,291.69354838709677,294.4787242357249,296.7748655913979,290.9923611111111,279.26016746411483,258.572726741468,256.1295705782313,275.82074780058645,300.25972222222214,275.43413978494624,257.7049242424243,248.6935483870968,249.76881720430103,252.33038506592573,263.61223118279565,261.46047979797976,242.2362377279103,211.94489247311833,190.7600574712644,179.32105327468233,193.8659722222222,185.0779569892473,196.8340277777778
24,B-01,1069.0777777777778,,,,,,,,,,,,1126.4916258169935,,,1248.1274374176546,1256.2133441803428,1275.323410737813,1198.4393992519874,1158.402210884354,1181.9677419354841,1185.4504716981135,1235.1141812865494,1179.8902737047897,1164.310483870968,,,,,1122.875,1116.3645944219713,1090.8485953192312,1091.786422005949,1106.4168584821189,1122.6958333333337,1090.13710815047,1040.1503330995793,1015.7158801020407,1069.7211632453566,1101.346527777778,1106.3353494623661,1084.9902777777775,1076.5470430107528,1074.3380376344085,1085.696224162742,1106.2600806451612,1124.8048611111114,1074.9428763440865,1030.8501344086023,1010.1982758620688,992.1646505376345,1042.0770833333333,1074.5860215053763,1094.7743055555552
25,B-02,2791.4767818959367,2853.856956938197,2979.645834192724,3039.982075281804,3046.627608306062,3041.1014673913055,3027.1514719540373,3013.229166666667,,,,,,,2475.710562070938,2458.579874835309,2367.9426523297484,2393.8944142512073,2301.6400479195886,2300.6612903225805,2382.7611111111114,2549.8972868217056,2293.4905952380946,2185.678536627307,1887.2342896174857,2466.3556547619046,2509.253453850676,,2712.5416666666665,,2181.28087944664,2140.430898945718,2180.330558099722,1644.192078754579,2252.975296442688,2247.138701671892,1603.5847222222226,1624.623193027211,1667.7098607038122,1702.9611111111117,1744.587992831541,1722.342361111111,1726.8635752688178,1754.0987903225805,1734.8206214689267,1736.642473118279,1764.0031400966186,1662.03561827957,1607.2654569892475,1529.083333333333,1518.6021505376348,1619.3625000000006,1677.9993279569896,1706.3756944444453
26,B-03,464.53610225678943,469.0412005535694,490.70341839949606,494.8833465003088,499.99540490909095,487.4876933114971,520.1626010173928,540.6816829790954,562.4429163382597,508.7931352823972,476.59158902691513,452.6898816074677,482.6333648989899,,623.5615437874753,531.3409749670619,314.6033326679226,212.25267980929752,602.1119047619048,652.7668010752687,673.9861111111112,639.8790322580644,661.4635416666665,625.4489858260017,582.8255568356376,611.421875,633.1747311827955,680.9601388888889,645.5381944444446,632.2458333333335,641.3310728250243,634.3768610421836,622.9841578430234,647.284704184704,664.9736111111113,630.5190961337512,591.1171692379617,586.1622023809524,611.2038123167155,678.9500000000002,651.1693548387095,632.5972222222223,641.399193548387,639.4198717948716,604.2479166666667,625.8286290322583,643.5943877551022,589.9711021505376,554.4489247311826,533.4295977011494,506.6606182795697,536.3479166666663,561.8313172043012,591.9104166666667
27,B-04,804.3629434814451,815.576710624549,796.5916948313651,700.4648885688129,715.9774916609155,743.1664855072464,772.7228388020227,766.0023776130369,771.7903789970094,779.3526679082955,769.6386904761905,735.6148316970548,,791.3193150448585,706.0476273959797,724.3863699102828,708.8013582342957,722.959118357488,686.7425039313191,678.6686827956988,722.095138888889,672.6969086021508,702.7944444444443,665.4615713587489,623.0194892473121,658.048363095238,688.5107526881724,692.7515277777779,699.032258064516,682.4006944444445,677.2115713587488,651.329869727047,673.5476449275363,676.7463692221756,677.5715277777778,661.00697492163,635.2166608228143,627.3940263605442,659.583211143695,679.3490277777777,676.692876344086,658.8826388888889,656.8377704530087,,612.8977190382082,662.9717261904761,667.6798611111111,638.8891129032259,574.1303819444444,594.9511494252874,586.0913978494623,618.729861111111,623.0866935483868,650.3416666666665
28,B-05,998.3060150427632,1015.1986592230201,993.6854106556563,974.4021997929605,936.4867088630348,845.4065806809513,,,,,,,,973.8625533773293,1017.5058730715285,1039.2950436037388,998.3185696095078,966.3190199091562,977.4388054953165,1000.5577956989246,1118.002777777778,1048.3776881720428,1082.9204861111111,993.7570259042033,964.5132047071703,995.3385416666669,1043.7157258064515,1049.0433333333333,1067.2345430107525,1063.5180555555553,1059.6709956709958,1024.8146148206636,1049.3552924430642,1066.832181259601,1061.0354166666664,1027.1017763845348,1001.0985857877508,977.4014668367347,1020.4967008797654,1043.3027777777775,1044.4704301075267,1027.3090277777778,1028.1928763440862,1023.647849462366,1008.8562500000003,1033.4966397849464,1039.0826388888888,995.6149193548392,946.1290322580645,936.8577586206897,922.4549731182796,970.924305555556,988.8266129032261,1011.2090277777776
29,B-06,1193.1209677419354,1188.1350574712642,1236.3728669939223,1255.732638888889,1264.2338709677415,1235.714175485009,1225.8271791767554,1240.8185483870973,1237.4374999999993,1240.7768817204299,1207.9243055555553,1201.651209677419,1146.319220430107,1211.8690476190475,1230.0981304061409,1267.9949891304348,1284.7239493208988,1293.0249999999999,1238.853270609319,1223.2264784946237,1249.0283251231526,1199.793010752688,1250.810542929293,1194.1826310085428,1174.0860215053765,1210.8936011904764,1246.9459485407065,1251.5159722222227,1253.1922043010752,1244.9879365079364,1262.4260752688172,1270.8413841807903,1291.116781274281,1313.506048387097,1315.2979166666669,1295.4314589572095,957.5530193236716,930.3903061224491,985.925586510264,1014.1993055555556,1031.1780913978498,1021.3717803030302,1018.4774976367721,1026.2775537634407,992.5718571585419,1031.46438172043,1027.9569444444444,983.9409186535765,936.7184139784946,927.3369252873563,909.4095796676439,973.7215277777777,1000.7328149001535,1024.1331335934597
30,B-07,2339.0658602150534,2399.803879310344,2328.9599217986306,2151.6438595975287,2444.211325385694,2431.6605575684375,1971.703873411534,2078.299059139785,2550.2847222222213,2571.2305107526886,2579.9972222222227,2521.6491935483878,2233.5049443164357,2271.0539784960074,2216.686615172792,2159.751432225063,2189.169482568624,2248.0725536616164,1653.0900537634411,1732.4523007856342,2673.992320261438,2517.213261648746,2548.4487041467305,1848.0222316836969,1762.1194316436251,2216.293898809524,2636.184770210632,2606.659027777779,2580.2872189638315,2697.6523394660894,2665.043682795699,2647.191035530621,2644.519507575758,2642.020833333333,2650.0368055555546,2636.57454004329,2627.2503214118747,2550.8425807823137,2642.6110092864124,2572.3136792452824,2601.6891666666666,2550.9453703703703,2500.9469115497063,2505.7317984570886,2464.1322010869567,2521.0063559322034,2503.0430555555567,2461.3226419577095,2414.3649193548395,2329.9202586206893,2331.1433712121216,2439.439843348742,2452.1515804597693,2455.745138888889
